11	superkarafan	superkarafan	http://twitter.com/superkarafan	Yes. He is Kendo Kobayashi. One of great JKamilia RT "@nicolexrina:  Is your twitter DP you? I have seen him in ametalk before!"
12	sao_mama	saomama	http://twitter.com/sao_mama	@miwauknow  持って行きたいけど、北海道からだから重い(T_T)飲むゼリーとかはダメなのかな。「SMT」のときそうしたんだけど・・・
13	ikura_bot	波野イクラ	http://twitter.com/ikura_bot	@smilechobin ハーイ！
14	obonbon	くりや こち	http://twitter.com/obonbon	北朝鮮があっさり失敗を認めたことで逆にみんなが「ええ？」ってソワソワしてるって。思わぬ行動を起こせばもっと惹きつけられるのさ、という恋愛メソッドみたいなフェーズに移っているのか、北朝鮮？
15	fnms15	ふなむし	http://twitter.com/fnms15	@waktak 前ですら定価割れまくってたのでねw前の場所くらいのチケなら定価で落とせるんじゃ！
16	sara_tox	サラ	http://twitter.com/sara_tox	シブからランキング入ったよーってメール来たけど「男子に人気」っだったので本ともう、私男性向けだけでいこうか畜生....
17	sn9	あきもと	http://twitter.com/sn9	今日おやびんにおはようございますーって言ったらうぃーす！！って言われた。ﾜﾛﾀ。今日のおやびんノリノリやで
18	junko_291	じゅんこ（준코）	http://twitter.com/junko_291	@itome19 大きな地震雲出ても、どこの磁場が原因で雲が発生するか、分からないから怖いよね。(&gt;_&lt;)
19	kawasenoka	川瀬　ほのか	http://twitter.com/kawasenoka	無料ダウンロードするだけで１回３５００円？複数サイトのプログラムをダウンロードか無料登録するだけで１回３５００円の報酬が発生。もちろん参加者の費用負担一切なしのノーリスク。お気軽にどうぞ。　http://t.co/K3yhmKhh
20	oddbanquet	田中健史	http://twitter.com/oddbanquet	@sadaoka さすがに冗談です笑 また、機会があれば！(◕ฺ ◡ฺ ◕ฺ
